source,dest,diagnosis,referrals
BS3 1AS,BS10 5NB,Abnormal findings of bodily fluids or samples without diag.,2
BS3 1AS,BS10 5NB,Abnormal findings on diagnostic imaging/function studies,2
BS3 1AS,BS10 5NB,Injuries to the head,9
BS3 1AS,BS10 5NB,Injuries to the neck,1
BS3 1AS,BS10 5NB,Injuries to the thorax,1
BS3 1AS,BS10 5NB,"Injuries to abdomen, lower back, lumbar spine & pelvis",2
BS3 1AS,BS10 5NB,Injuries to the shoulder & upper arm,2
BS3 1AS,BS10 5NB,Injuries to the elbow & forearm,4
BS3 1AS,BS10 5NB,Injuries to the wrist & hand,5
BS3 1AS,BS10 5NB,Injuries to the hip & thigh,4
BS3 1AS,BS10 5NB,Injuries to the knee & lower leg,4
BS3 1AS,BS10 5NB,Injuries to the ankle & foot,1
BS3 1AS,BS10 5NB,Injuries involving multiple body regions,0
BS3 1AS,BS10 5NB,Injuries to unspecified part of trunk limb or body,0
BS3 1AS,BS10 5NB,Effects of foreign body entering through natural orifice,1
BS3 1AS,BS10 5NB,Burns and corrosions,1
BS3 1AS,BS10 5NB,Frostbite,0
BS3 1AS,BS10 5NB,Poisonings by drugs medicaments & biological substances,6
BS3 1AS,BS10 5NB,Tox. effcts. of substnces. chiefly non-medicinal as to source,0
BS3 1AS,BS10 5NB,Other and unspecified effects of external causes,1
BS3 1AS,BS10 5NB,Certain early complications of trauma,0
BS3 1AS,BS10 5NB,Complications of surgical & medical care nec.,11
BS3 1AS,BS10 5NB,Sequelae of injuries of poisoning & other consequences,0
BS3 1AS,BS10 5NB,Provisional assignment of new diseases of uncertain etiology,0
BS3 1AS,BS10 5NB,Bacterial agents resistant to antibiotics,0
BS3 1AS,BS10 5NB,Examination and investigation,16
BS3 1AS,BS10 5NB,Potential health hazards related to communicable diseases,1
BS3 1AS,BS10 5NB,Health services in circumstances related to reproduction,27
BS3 1AS,BS10 5NB,Persons encountering health services for specific care,6
BS3 1AS,BS10 5NB,Potential health hazards reltd. to socioeconomic & psychosoc.l,0
BS3 1AS,BS10 5NB,Persons encountering health services in other circs.,1
BS3 1AS,BS10 5NB,Persons with potential health hazards related to family,1
BS11 9SB,BS1 3NU,Intestinal infectious diseases,2
BS11 9SB,BS1 3NU,Tuberculosis,0
BS11 9SB,BS1 3NU,Certain bacterial diseases,2
BS11 9SB,BS1 3NU,Infections with predominantly sexual mode of transmission,0
BS11 9SB,BS1 3NU,Other infectious and parasitic disorders,0
BS11 9SB,BS1 3NU,Viral infections of the central nervous system,0
BS11 9SB,BS1 3NU,Arthropod-borne viral fevers & viral haemorrhagic fevers,0
BS11 9SB,BS1 3NU,Viral infections characterized by skin & mucous mem. lesns.,0
BS11 9SB,BS1 3NU,Viral hepatitis,0
BS11 9SB,BS1 3NU,Human immunodeficiency virus [HIV] disease,0
BS11 9SB,BS1 3NU,Other viral diseases,2
BS11 9SB,BS1 3NU,Mycoses,0
BS11 9SB,BS1 3NU,Protozoal diseases,0
BS11 9SB,BS1 3NU,Helminthiases,0
BS11 9SB,BS1 3NU,Other infectious and parasitic diseases,0
BS11 9SB,BS1 3NU,Malignant neoplasm of lip-oral cavity and pharynx,0
BS11 9SB,BS1 3NU,Malignant neoplasm of digestive organs,4
BS11 9SB,BS1 3NU,Malignant neoplasms of respiratory & intrathoracic organs,2
BS11 9SB,BS1 3NU,Malignant neoplasm of bone and articular cartilage,0
BS11 9SB,BS1 3NU,Malignant neoplasms of skin,2
BS11 9SB,BS1 3NU,Malignant neoplasms of mesothelial and soft tissue,0
BS11 9SB,BS1 3NU,Malignant neoplasm of breast,3
BS11 9SB,BS1 3NU,Malignant neoplasms of female genital organs,1
BS11 9SB,BS1 3NU,Malignant neoplasms of male genital organs,1
BS11 9SB,BS1 3NU,Malignant neoplasms of urinary tract,1
BS11 9SB,BS1 3NU,"Malignant neoplasms of eye, brain & other parts of CNS",0
BS11 9SB,BS1 3NU,Malignant neoplsm. of thyroid and oth. endo. Glands etc,3
BS11 9SB,BS1 3NU,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",6
BS11 9SB,BS1 3NU,In situ & benign neoplasms and others of uncertainty,7
BS11 9SB,BS1 3NU,Anaemias,5
BS11 9SB,BS1 3NU,Diseases of the blood and blood-forming organs,1
BS11 9SB,BS1 3NU,Disorders of thyroid gland,0
BS11 9SB,BS1 3NU,Diabetes Mellitus,1
BS11 9SB,BS1 3NU,Endocrine nutritional and metabolic diseases,4
BS11 9SB,BS1 3NU,Dementia,0
BS11 9SB,BS1 3NU,Other organic including symptomatic mental disorders,0
BS11 9SB,BS1 3NU,Mental and behavioural disorders due to psychoactive subst.,1
BS11 9SB,BS1 3NU,"Schizophrenia, schizotypal and delusional disorders",0
BS11 9SB,BS1 3NU,Mood [affective] disorders,0
BS11 9SB,BS1 3NU,"Neurotic, behavioural & personality disorders",1
BS11 9SB,BS1 3NU,Mental retardation,0
BS11 9SB,BS1 3NU,Other mental and behavioural disorders,0
BS11 9SB,BS1 3NU,Inflammatory diseases of the central nervous system,0
BS11 9SB,BS1 3NU,Other degenerative diseases (incl. Alzheimer).,0
BS11 9SB,BS1 3NU,Extrapyramidal & movement disorders (incl. Parkinsonism).,0
BS11 9SB,BS1 3NU,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,1
BS11 9SB,BS1 3NU,"Epilepsy, migraine & other episodic disorders",2
BS11 9SB,BS1 3NU,Other diseases & disorders of the nervous syst.,2
BS11 9SB,BS1 3NU,Cerebral palsy & other paralytic syndromes,0
BS11 9SB,BS1 3NU,Other disorders of the eye etc,4
BS11 9SB,BS1 3NU,Disorders of conjunctiva (including conjunctivitis),0
BS11 9SB,BS1 3NU,Disorders of lens (including cataracts),7
BS11 9SB,BS1 3NU,Glaucoma,0
BS11 9SB,BS1 3NU,Diseases of the ear and mastoid process,1
BS11 9SB,BS1 3NU,Rheumatic heart disease,0
BS11 9SB,BS1 3NU,Hypertensive diseases,0
BS11 9SB,BS1 3NU,Ischaemic heart diseases,4
BS11 9SB,BS1 3NU,Pulmonary heart disease & diseases of pulmonary circulation,1
BS11 9SB,BS1 3NU,Other forms of heart disease,5
BS11 9SB,BS1 3NU,Cerebrovascular diseases,2
BS11 9SB,BS1 3NU,"Diseases of arteries, arterioles & capillaries",1
BS11 9SB,BS1 3NU,Diseases of veins & lymphatic system nec.,1
BS11 9SB,BS1 3NU,Other & unspecified disorders of the circulatory system,0
BS11 9SB,BS1 3NU,Acute upper respiratory infections,2
BS11 9SB,BS1 3NU,Influenza & pneumonia,4
BS11 9SB,BS1 3NU,Other acute lower respiratory infections,3
BS11 9SB,BS1 3NU,Other diseases of upper respiratory tract,2
BS11 9SB,BS1 3NU,Chronic lower respiratory diseases,4
BS11 9SB,BS1 3NU,Lung diseases due to external agents,0
BS11 9SB,BS1 3NU,Other diseases of the respiratory system,1
BS11 9SB,BS1 3NU,"Diseases of oral cavity, salivary glands & jaws",4
BS11 9SB,BS1 3NU,"Diseases of oesophagus, stomach & duodenum",7
BS11 9SB,BS1 3NU,Diseases of appendix,1
BS11 9SB,BS1 3NU,Hernia,3
BS11 9SB,BS1 3NU,Noninfective enteritis & colitis,4
BS11 9SB,BS1 3NU,Other diseases of intestines,10
BS11 9SB,BS1 3NU,Diseases of peritoneum,0
BS11 9SB,BS1 3NU,Diseases of liver,1
BS11 9SB,BS1 3NU,"Disorders of gall bladder, biliary tract & pancreas",3
BS11 9SB,BS1 3NU,Other diseases of the digestive system,2
BS11 9SB,BS1 3NU,Other infections and disorders of the skin,5
BS11 9SB,BS1 3NU,Dermatitis and eczema,0
BS11 9SB,BS1 3NU,Papulosquamous disorders (including Psoriasis),0
BS11 9SB,BS1 3NU,Urticaria and erythems,0
BS11 9SB,BS1 3NU,Arthropathies,9
BS11 9SB,BS1 3NU,Systemic connective tissue disorders,0
BS11 9SB,BS1 3NU,Dorsopathies,5
BS11 9SB,BS1 3NU,Soft tissue disorders,4
BS11 9SB,BS1 3NU,Osteopathies and chondropathies,1
BS11 9SB,BS1 3NU,Other disorders of the musculoskeletal system & conn. tiss.,0
BS11 9SB,BS1 3NU,Diseases of the kidney,1
BS11 9SB,BS1 3NU,Renal failure,1
BS11 9SB,BS1 3NU,Urolithiasis,1
BS11 9SB,BS1 3NU,Other disorders of kidney & ureter,0
BS11 9SB,BS1 3NU,Other diseases of the urinary system,4
BS11 9SB,BS1 3NU,Diseases of male genital organs,2
BS11 9SB,BS1 3NU,Disorders of breast,0
BS11 9SB,BS1 3NU,Inflammatory diseases of female pelvic organs,0
BS11 9SB,BS1 3NU,Noninflammatory disorders of female genital tract,3
BS11 9SB,BS1 3NU,Other disorders of the genitourinary system,0
BS11 9SB,BS1 3NU,Pregnancy with abortive outcome,2
BS11 9SB,BS1 3NU,Complications of labour and delivery,16
BS11 9SB,BS1 3NU,Delivery,0
BS11 9SB,BS1 3NU,Complications of fetus/neonate affected by maternal,0
BS11 9SB,BS1 3NU,Other conditions originating in the perinatal period,4
BS11 9SB,BS1 3NU,Congenital malformations,2
BS11 9SB,BS1 3NU,Chromosomal abnormalities nec.,0
BS11 9SB,BS1 3NU,Symptoms & signs inv. the circulatory/respiratory system,7
BS11 9SB,BS1 3NU,Symptoms & signs inv. the digestive system & abdomen,8
BS11 9SB,BS1 3NU,Symptoms & signs inv. the skin & subcutaneous tissue,1
BS11 9SB,BS1 3NU,Symptoms & signs inv. the nervous & musculoskeletal sys.,2
BS11 9SB,BS1 3NU,Symptoms & signs involving the urinary system,2
BS11 9SB,BS1 3NU,Symptoms & signs inv. Cognition perception etc.,1
BS11 9SB,BS1 3NU,Symptoms & signs inv. speech & voice,0
BS11 9SB,BS1 3NU,General symptoms & signs,5
BS11 9SB,BS1 3NU,Unknown & unspecified causes of morbidity,3
BS11 9SB,BS1 3NU,Abnormal findings of bodily fluids or samples without diag.,1
BS11 9SB,BS1 3NU,Abnormal findings on diagnostic imaging/function studies,1
BS11 9SB,BS1 3NU,Injuries to the head,3
BS11 9SB,BS1 3NU,Injuries to the neck,0
BS11 9SB,BS1 3NU,Injuries to the thorax,0
